idx,token,operazione,motivo
1313,pubblicato,del,clausola subordinata/participiale (sintattico)
1322,che,sub,altro
1322,lei,del,altro
1322,stessa,del,altro
1322,che,del,altro
1322,si,del,altro
1322,definiva,del,clausola subordinata/participiale (sintattico)
1322,impostata,sub,clausola subordinata/participiale (sintattico)
1322,suo,sub,altro
1322,"""",sub,altro
1322,la,sub,altro
1322,"""",sub,altro
1322,o,sub,altro
1323,Il,sub,altro
1323,necessario,sub,altro
1323,periodi,sub,altro
1323,gavetta,del,altro
1323,la,del,altro
1323,porta,del,altro
1323,svolgere,del,clausola subordinata/participiale (sintattico)
1323,maggiori,sub,parola non di base (lessicale)
1323,(,del,altro
1323,la,del,altro
1323,incide,del,clausola subordinata/participiale (sintattico)
1323,il,del,altro
1323,singolo,del,altro
1323,"""",del,altro
1323,Gira,del,altro
1323,al,del,altro
1323,"largo""/""Tornerà",del,parola non di base (lessicale)
1323,"""",del,altro
1323,),del,altro
1356,",",del,altro
1356,campionato,del,altro
1356,2015,del,altro
1356,-,del,altro
1356,2016,del,altro
1356,.,del,altro
1389,Chiesa,del,altro
1389,di,del,altro
1389,Gesù,del,altro
1389,Cristo,del,altro
1389,santi,del,altro
1389,degli,del,altro
1389,ultimi,del,altro
1389,giorni,del,altro
1389,dice,del,altro
1389,che,del,altro
1389,Smith,del,altro
1389,aveva,del,altro
1389,comunicato,del,clausola subordinata/participiale (sintattico)
1389,una,del,altro
1389,rivelazione,del,altro
1389,nella,del,altro
1389,sezione,del,altro
1389,107,del,altro
1389,versi,del,altro
1389,23,del,altro
1389,-,del,altro
1389,24,del,altro
1389,della,del,altro
1389,che,sub,altro
1389,così,del,altro
1389,decisione,del,altro
1389,del,del,altro
1389,successore,del,parola non di base (lessicale)
1389,di,del,altro
1389,Smith,del,altro
1389,cadde,del,parola non di base (lessicale)
1389,sugli,del,altro
1389,apostoli,del,altro
1389,anche,del,altro
1389,se,del,altro
1389,Rigdon,del,altro
1389,era,del,altro
1389,convinto,del,clausola subordinata/participiale (sintattico)
1389,di,del,altro
1389,essere,del,altro
1389,primo,del,clausola subordinata/participiale (sintattico)
1389,nella,del,altro
1389,linea,del,altro
1389,di,del,altro
1389,successione,del,altro
1396,Nel,del,altro
1396,1762,del,altro
1396,Bickerstaffe,del,altro
1396,e,del,altro
1396,Arne,del,altro
1396,collaborarono,del,altro
1396,ancora,del,altro
1396,nella,del,altro
1396,stesura,del,parola non di base (lessicale)
1396,di,del,altro
1396,"""",del,altro
1396,"""",sub,altro
1396,",",sub,altro
1396,considerata,sub,clausola subordinata/participiale (sintattico)
1407,anche,del,altro
1407,se,del,altro
1407,seguito,del,altro
1407,ha,del,altro
1407,ancora,del,altro
1407,nel,del,altro
1407,gennaio,del,altro
1407,seguente,del,altro
1407,le,del,altro
1407,prove,del,altro
1407,delle,del,altro
1407,discese,del,altro
1407,libere,del,altro
1407,Wengen,del,altro
1407,Kitzbühel,del,altro
1419,Busto,sub,altro
1428,dell',del,altro
1428,enfisema,del,parola non di base (lessicale)
1444,club,sub,altro
1444,.,del,altro
1447,ha,sub,altro
1447,ben,sub,altro
1447,maggiori,sub,parola non di base (lessicale)
1484,Per,sub,altro
1484,linea,sub,altro
1484,femminile,sub,altro
1484,dal,sub,altro
1484,ramo,sub,altro
1484,discende,sub,altro
1496,Spurs,sub,altro
1496,",",sub,altro
1496,chiudendo,sub,clausola subordinata/participiale (sintattico)
1496,all',sub,altro
1496,11º,sub,altro
1496,in,del,altro
1496,Conference,del,altro
1496,",",del,altro
1496,rimasti,del,altro
1526,Nel,del,altro
1526,si,del,altro
1526,trasferisce,del,altro
1526,nella,del,altro
1526,città,del,altro
1526,di,del,altro
1526,",",del,altro
1526,realizzando,del,clausola subordinata/participiale (sintattico)
1526,diversi,del,altro
1526,dagherrotipi,del,parola non di base (lessicale)
1566,ed,del,altro
1566,i,del,altro
1566,replicanti,del,parola non di base (lessicale)
1566,mettono,del,altro
1566,in,del,altro
1566,campo,del,altro
1566,tutte,del,altro
1566,le,del,altro
1566,loro,del,altro
1566,forze,del,altro
1566,",",del,altro
1566,compresi,del,clausola subordinata/participiale (sintattico)
1566,potentissimi,del,parola non di base (lessicale)
1566,Mech,del,costruzione passiva (sintattico)
1566,armati,del,altro
1566,.,del,altro
1589,Bimbi,sub,parola non di base (lessicale)
1589,Sperduti,sub,parola non di base (lessicale)
1589,appendono,sub,altro
1589,la,sub,altro
1589,gabbia,sub,altro
1589,Neal,sub,altro
1589,",",del,altro
1589,al,del,altro
1589,fianco,del,altro
1589,altra,del,altro
1607,una,sub,altro
1607,con,sub,altro
1607,una,sub,altro
1607,quarti,sub,altro
1607,cardo,sub,parola non di base (lessicale)
1607,;,sub,altro
1614,Nell',del,altro
1614,episodio,del,altro
1614,"""",del,altro
1614,"""",sub,altro
1614,",",sub,altro
1614,la,sub,altro
1614,ragazza,sub,altro
1614,scaccia,sub,parola non di base (lessicale)
1614,via,sub,altro
1614,",",del,altro
1614,infastidita,del,clausola subordinata/participiale (sintattico)
1614,dal,del,altro
1614,fatto,del,altro
1614,che,del,altro
1614,lui,del,altro
1614,la,del,altro
1614,segua,del,clausola subordinata/participiale (sintattico)
1638,Il,del,altro
1638,mensile,del,altro
1638,The,del,altro
1638,Skinny,del,altro
1638,unisce,del,altro
1638,critiche,del,altro
1638,positive,del,altro
1638,con,del,altro
1638,4/5,del,altro
1638,evidenziando,del,clausola subordinata/participiale (sintattico)
1638,l',del,altro
1638,ritorno,del,clausola subordinata/participiale (sintattico)
1638,al,del,altro
1638,sound,del,parola non di base (lessicale)
1638,originario,del,altro
1638,della,del,altro
1638,band,del,altro
1638,ma,del,altro
1638,questo,del,costruzione passiva (sintattico)
1638,non,del,altro
1638,fatto,del,altro
1638,con,del,altro
1638,approccio,del,altro
1638,nostalgico,del,parola non di base (lessicale)
1638,bensì,del,altro
1638,aggressivo,del,altro
1638,propositivo,del,parola non di base (lessicale)
1638,tanto,del,altro
1638,l',del,altro
1638,quasi,del,altro
1638,:,del,altro
1647,sorta,sub,altro
1647,infatti,sub,altro
1647,le,sub,altro
1647,del,sub,altro
1647,permettono,sub,altro
1647,arco,sub,altro
1647,molto,sub,altro
1647,ampio,sub,altro
1647,ma,sub,altro
1647,con,sub,altro
1647,proprio,del,altro
1647,sopra,del,altro
1647,l',del,altro
1647,animale,del,altro
1647,lo,sub,altro
1647,rende,sub,clausola subordinata/participiale (sintattico)
1647,incapace,sub,clausola subordinata/participiale (sintattico)
1647,(,sub,altro
1647,improbabile,sub,altro
1647,),sub,altro
1647,assalitore,sub,parola non di base (lessicale)
1651,L',del,altro
1651,",",sub,altro
1651,situata,sub,clausola subordinata/participiale (sintattico)
1651,sul,sub,altro
1651,lato,sub,altro
1651,nord,sub,altro
1651,dell',sub,altro
1651,Alameda,sub,altro
1651,",",sub,altro
1651,ricorda,sub,altro
1651,vecchio,sub,altro
1651,degli,sub,altro
1651,inizi,sub,altro
1651,del,sub,altro
1651,XX,sub,parola non di base (lessicale)
1651,secolo,sub,altro
1651,in,del,altro
1651,realtà,del,altro
1663,la,del,altro
1663,contiene,del,altro
1663,più,del,altro
1663,potassio,del,parola non di base (lessicale)
1663,e,del,altro
1663,meno,del,altro
1663,sostanze,del,altro
1663,nutritive,del,parola non di base (lessicale)
1663,rispetto,del,altro
1663,alla,del,altro
1663,carne,del,altro
1663,",",del,altro
1663,e,del,altro
1663,quindi,sub,altro
1682,altro,del,altro
1728,Per,sub,altro
1728,esempio,sub,altro
1728,azione,sub,altro
1728,street,sub,parola non di base (lessicale)
1728,mktg,sub,parola non di base (lessicale)
1728,in,sub,altro
1728,cui,sub,altro
1728,quel,del,altro
1728,normalmente,del,altro
1728,significa,del,clausola subordinata/participiale (sintattico)
1728,etc.,del,parola non di base (lessicale)
1728,brand,sub,altro
1734,Qualunque,del,altro
1734,fossero,del,altro
1734,le,del,altro
1734,vere,del,altro
1734,ragioni,del,altro
1734,",",del,altro
1734,e,del,altro
1734,lo,del,altro
1734,trovò,del,altro
1734,in,del,altro
1734,un,del,altro
1734,sovrano,del,altro
1734,dell',del,altro
1734,Ulster,del,altro
1734,che,del,altro
1734,si,del,altro
1734,era,del,altro
1734,recentemente,del,altro
1734,sottomesso,del,clausola subordinata/participiale (sintattico)
1734,all',del,altro
1734,autorità,del,altro
1734,di,del,altro
1734,Boru,del,altro
1770,lo,del,altro
1770,sostituì,del,parola non di base (lessicale)
1770,con,del,altro
1770,che,del,altro
1770,in,del,altro
1770,realtà,del,altro
1770,e,sub,altro
1770,sapeva,sub,altro
1770,suonare,sub,altro
1770,il,sub,altro
1770,pianoforte,sub,altro
1786,Lui,sub,altro
1786,"""",sub,altro
1786,«,sub,altro
1786,Le,sub,altro
1786,piaciuto,sub,clausola subordinata/participiale (sintattico)
1786,?,sub,altro
1786,»,sub,altro
1786,"""",sub,altro
1786,"""",sub,altro
1786,«,sub,altro
1786,Sì,sub,altro
1786,…,sub,altro
1786,»,sub,altro
1786,"""",sub,altro
1786,risponde,sub,altro
1786,lei,sub,altro
1786,"""",del,altro
1786,«,del,altro
1786,adesso,del,altro
1786,?,del,altro
1786,...,del,altro
1786,»,del,altro
1786,"""",del,altro
1786,"""",del,altro
1786,«,del,altro
1786,Adesso,del,altro
1786,!,sub,altro
1786,»,sub,altro
1786,"""",sub,altro
1786,Lui,sub,altro
1786,si,sub,altro
1786,trasforma,sub,altro
1786,in,sub,altro
1786,bicchiere,sub,altro
1786,lei,sub,altro
1786,in,sub,altro
1786,altro,sub,altro
1786,bicchiere,sub,altro
1786,mentre,sub,altro
1786,entra,sub,clausola subordinata/participiale (sintattico)
1786,in,sub,altro
1786,campo,sub,altro
1786,la,sub,altro
1786,bottiglia,sub,altro
1786,dell',sub,altro
1794,modello,sub,altro
1794,prodotto,sub,clausola subordinata/participiale (sintattico)
1794,provato,sub,altro
1794,volta,sub,altro
1794,13,sub,altro
1794,novembre,sub,altro
1794,1939,sub,altro
1794,provvedeva,del,clausola subordinata/participiale (sintattico)
1794,anche,del,altro
1794,alla,del,altro
1794,compressione,del,parola non di base (lessicale)
1794,della,sub,altro
1794,miscela,sub,parola non di base (lessicale)
1794,combustibile,sub,parola non di base (lessicale)
1794,per,sub,altro
1794,dall',del,altro
1794,scarico,sub,altro
1794,costituito,sub,clausola subordinata/participiale (sintattico)
1794,da,sub,altro
1794,coassiale,del,parola non di base (lessicale)
1794,quello,del,altro
1801,inoltre,sub,altro
1801,maggiore,del,parola non di base (lessicale)
1801,",",del,altro
1801,Mopreme,del,altro
1801,Shakur,del,altro
1801,",",del,altro
1801,",",del,altro
1801,Sekyiwa,del,altro
1801,",",del,altro
1801,di,del,altro
1801,due,del,altro
1801,anni,del,altro
1801,più,del,altro
1801,giovane,del,altro
1805,ai,del,altro
1805,quali,del,altro
1805,proposto,del,clausola subordinata/participiale (sintattico)
1805,alle,del,altro
1805,personalità,del,altro
1805,più,del,altro
1805,interessanti,del,altro
1805,partecipare,del,clausola subordinata/participiale (sintattico)
1805,al,del,altro
1805,casting,del,parola non di base (lessicale)
1812,rivelato,sub,altro
1812,che,sub,altro
1812,comporre,sub,clausola subordinata/participiale (sintattico)
1812,si,del,altro
1812,ispirata,sub,clausola subordinata/participiale (sintattico)
1812,Houston,sub,altro
1812,cantava,del,clausola subordinata/participiale (sintattico)
1814,Nel,del,altro
1814,frattempo,del,parola non di base (lessicale)
1814,in,del,altro
1814,Asia,del,altro
1814,è,sub,altro
1814,alle,sub,altro
1814,prese,sub,clausola subordinata/participiale (sintattico)
1814,con,sub,altro
1854,Nella,sub,altro
1854,geometria,sub,altro
1854,euclidea,sub,parola non di base (lessicale)
1854,formula_13,del,parola non di base (lessicale)
1862,",",del,altro
1862,Costantinopoli,del,altro
1869,Già,del,altro
1869,da,del,altro
1869,piccoli,del,altro
1869,si,del,altro
1892,Durante,del,altro
1892,riorganizzazione,sub,parola non di base (lessicale)
1892,della,sub,altro
1892,Germania,sub,altro
1892,",",sub,altro
1892,Elettorato,sub,costruzione passiva (sintattico)
1892,diviso,sub,altro
1894,Gretna,sub,altro
1894,si,sub,altro
1894,trova,sub,altro
1894,-,sub,parola non di base (lessicale)
1894,area,sub,altro
1894,lungo,sub,altro
1894,il,sub,altro
1894,con,sub,altro
1894,posto,del,clausola subordinata/participiale (sintattico)
1894,nelle,del,altro
1894,vicinanze,del,altro
1894,quest',del,altro
1894,ultima,del,altro
1894,pochi,del,altro
1894,chilometri,del,altro
1894,nord,del,altro
1894,-,del,parola non di base (lessicale)
1894,ovest,del,altro
1894,ed,del,altro
1894,situata,del,altro
1894,località,del,altro
1894,scozzese,del,altro
1894,Annan,del,altro
1894,località,del,altro
1894,Longtown,del,altro
1894,rispettivamente,del,altro
1894,ad,del,altro
1894,est,del,altro
1894,prima,del,altro
1894,ad,del,altro
1894,ovest,del,altro
1894,seconda,del,altro
1917,Dopo,del,altro
1917,una,del,altro
1917,première,del,parola non di base (lessicale)
1917,a,del,altro
1917,il,del,altro
1917,",",del,altro
1917,alla,del,altro
1917,odierna,del,parola non di base (lessicale)
1917,tardo,del,altro
1917,Giugno,del,altro
1917,2021,del,altro
1917,",",del,altro
1917,le,del,altro
1917,sono,del,altro
1917,state,del,altro
1931,Una,del,altro
1931,parte,del,altro
1931,conglomerato,sub,parola non di base (lessicale)
1931,era,sub,altro
1931,in,sub,altro
1931,origine,sub,altro
1931,una,sub,altro
1931,società,sub,altro
1931,che,sub,altro
1954,motori,del,altro
1954,erano,del,altro
1954,dei,del,altro
1957,Nella,del,altro
1957,seconda,del,altro
1957,quartina,del,parola non di base (lessicale)
1957,",",sub,altro
1957,io,sub,altro
1957,-,sub,altro
1957,che,sub,altro
1957,"""",sub,altro
1957,dà,sub,clausola subordinata/participiale (sintattico)
1957,caccia,sub,altro
1957,"""",sub,altro
1957,(,sub,altro
1957,"""",sub,altro
1957,holds,sub,altro
1957,her,sub,altro
1957,in,sub,altro
1957,chase,sub,altro
1957,"""",sub,altro
1957,),sub,altro
1957,questa,sub,altro
1957,fuggente,sub,parola non di base (lessicale)
1957,"""",sub,altro
1957,dark,sub,parola non di base (lessicale)
1957,",",sub,altro
1957,che,sub,altro
1957,non,sub,altro
1957,si,sub,altro
1957,cura,sub,clausola subordinata/participiale (sintattico)
1957,del,sub,altro
1957,"""",sub,altro
1957,poor,sub,altro
1957,infant,sub,altro
1957,discontent,sub,parola non di base (lessicale)
1957,"""",sub,altro
2004,Nel,del,altro
2004,1901,del,altro
2004,vi,sub,altro
2004,ambientò,sub,altro
2004,delle,sub,altro
2004,avventure,sub,altro
2004,più,sub,altro
2004,inquietanti,sub,altro
2004,ed,sub,altro
2004,apprezzate,sub,altro
2004,del,sub,altro
2004,suo,sub,altro
2004,personaggio,sub,altro
2004,:,sub,altro
2017,Assemblea,sub,altro
2017,convocata,sub,clausola subordinata/participiale (sintattico)
2017,tal,sub,altro
2017,fine,sub,altro
2017,5,sub,altro
2017,maggio,sub,altro
2017,1946,sub,altro
2017,dai,sub,altro
2017,rappresentanti,sub,altro
2017,della,sub,altro
2017,quasi,sub,altro
2017,totalità,sub,parola non di base (lessicale)
2017,delle,sub,altro
2017,territoriali,sub,altro
2017,",",sub,altro
2017,decise,sub,altro
2017,il,sub,altro
2017,nome,sub,altro
2017,dell',sub,altro
2017,organizzazione,sub,altro
2017,in,sub,altro
2017,",",del,altro
2017,ANCE,del,altro
2017,",",del,altro
2017,approvandone,del,clausola subordinata/participiale (sintattico)
2017,il,del,altro
2017,relativo,del,altro
2017,statuto,del,parola non di base (lessicale)
2033,attuale,del,altro
2033,.,del,altro
2070,Intanto,del,altro
2070,incontra,del,altro
2070,una,del,altro
2092,possibile,sub,altro
2092,secondo,del,altro
2092,la,del,altro
2092,nostra,del,altro
2092,mentalità,del,altro
2092,ma,sub,altro
2092,in,sub,altro
2092,fondo,sub,altro
2092,neanche,del,altro
2092,volerla,sub,parola non di base (lessicale)
2092,ridurre,sub,clausola subordinata/participiale (sintattico)
2092,piuttosto,del,altro
2096,Abbandonati,sub,altro
2096,noi,sub,altro
2096,stessi,sub,altro
2096,ma,sub,altro
2096,»,del,altro
2096,scrive,del,altro
2096,nel,del,altro
2096,maggio,del,altro
2096,1945,del,altro
2096,Paul,del,altro
2096,Borsinger,del,altro
2096,primo,del,altro
2096,direttore,del,altro
2096,del,del,altro
2096,SOC,del,altro
2101,Secondo,del,altro
2101,vari,del,altro
2101,studi,del,altro
2101,età,del,altro
2101,per,del,altro
2101,questa,del,altro
2101,oscilla,sub,altro
2101,i,del,altro
2101,-,sub,altro
2108,Sull',del,altro
2120,A,del,altro
2120,in,del,altro
2120,era,sub,altro
2120,presente,sub,altro
2120,anche,sub,altro
2127,;,del,altro
2127,persino,del,altro
2127,per,del,altro
2127,quanto,del,altro
2127,riguarda,del,clausola subordinata/participiale (sintattico)
2127,inno,del,parola non di base (lessicale)
2127,che,del,altro
2127,conclude,del,clausola subordinata/participiale (sintattico)
2127,canto,del,altro
2127,non,del,altro
2127,ben,del,altro
2127,chiaro,del,altro
2127,se,del,altro
2127,si,del,altro
2127,tratti,del,clausola subordinata/participiale (sintattico)
2127,polifonia,del,parola non di base (lessicale)
2127,a,del,altro
2127,cappella,del,altro
2127,o,del,altro
2127,più,del,altro
2127,voci,del,altro
2127,intervallate,del,clausola subordinata/participiale (sintattico)
2127,a,del,altro
2127,interludi,del,parola non di base (lessicale)
2127,strumentali,del,parola non di base (lessicale)
2138,Come,del,altro
2138,già,del,altro
2138,detto,del,clausola subordinata/participiale (sintattico)
2138,accanto,sub,clausola subordinata/participiale (sintattico)
2138,ovviamente,sub,altro
2155,Lobengula,del,altro
2155,salì,del,altro
2155,al,del,altro
2155,trono,del,altro
2155,regno,del,altro
2155,creato,del,clausola subordinata/participiale (sintattico)
2155,dal,del,altro
2155,padre,del,altro
2155,Mzilikazi,del,altro
2155,",",del,altro
2155,ma,del,altro
2155,suo,sub,altro
2155,periodo,sub,costruzione passiva (sintattico)
2155,governo,sub,altro
2155,fu,sub,costruzione passiva (sintattico)
2155,caratterizzato,sub,altro
